,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,param_n_input_copies,param_n_layers,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,8.327702474594116,0.21469152258020333,0.18804798126220704,0.004203293569833978,32,0.001,1,1,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_input_copies': 1, 'n_layers': 1}",0.5625,0.5208333333333334,0.5416666666666666,0.5416666666666666,0.6458333333333334,0.5625,0.04370036867375633,18,0.56,0.6128472222222223,0.5711805555555556,0.5486111111111112,0.6736111111111112,0.59325,0.04566664554608866,25
1,13.876670551300048,1.9465878743747085,0.41367573738098146,0.005539060584698014,32,0.001,1,1,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_input_copies': 1, 'n_layers': 5}",0.6458333333333334,0.4791666666666667,0.5208333333333334,0.5833333333333334,0.5416666666666666,0.5541666666666667,0.056825757070774405,21,0.6347826086956523,0.6631944444444445,0.685763888888889,0.5954861111111112,0.5555555555555556,0.6269565217391305,0.04673590873659783,20
2,21.59677972793579,1.3144183828393592,0.7675162315368652,0.021390611949778576,32,0.001,1,1,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_input_copies': 1, 'n_layers': 10}",0.6041666666666666,0.6458333333333334,0.4791666666666667,0.5625,0.5208333333333334,0.5625000000000001,0.05892556509887895,17,0.6469565217391304,0.6753472222222222,0.6788194444444444,0.5902777777777778,0.640625,0.646405193236715,0.031850670593339826,17
3,8.414447164535522,0.709478115473781,0.2023930072784424,0.018633541183641404,32,0.001,1,2,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_input_copies': 2, 'n_layers': 1}",0.5,0.5416666666666666,0.6666666666666666,0.5,0.5208333333333334,0.5458333333333333,0.062360956446232345,24,0.5078260869565218,0.4913194444444444,0.5850694444444444,0.5243055555555556,0.4444444444444445,0.5105929951690822,0.04580290844603685,26
4,24.010797357559206,1.1645273115757984,0.7283471584320068,0.010977581426797658,32,0.001,1,2,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_input_copies': 2, 'n_layers': 5}",0.6041666666666666,0.5833333333333334,0.5625,0.5416666666666666,0.5,0.5583333333333333,0.035843021946010946,20,0.6573913043478261,0.7083333333333334,0.673611111111111,0.5920138888888888,0.6666666666666666,0.6596032608695652,0.0379313788005775,13
5,44.17438740730286,1.7331881549910861,1.7289966106414796,0.082681691925362,32,0.001,1,2,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_input_copies': 2, 'n_layers': 10}",0.6041666666666666,0.5,0.5208333333333334,0.5625,0.5,0.5375,0.040397332145136064,26,0.6452173913043479,0.7083333333333334,0.6788194444444445,0.5902777777777778,0.6197916666666666,0.648487922705314,0.04177096322330306,16
6,31.269729900360108,1.3176982748808461,0.27800421714782714,0.005107749373485685,32,0.001,1,3,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_input_copies': 3, 'n_layers': 1}",0.5208333333333334,0.375,0.5,0.3958333333333333,0.3125,0.4208333333333334,0.07839536550927825,27,0.41391304347826086,0.35590277777777785,0.37673611111111105,0.44965277777777773,0.27083333333333337,0.3734076086956522,0.06048635557741591,27
7,127.64004383087158,23.100959950520156,1.3625222206115724,0.047037447801855495,32,0.001,1,3,5,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_input_copies': 3, 'n_layers': 5}",0.625,0.4583333333333333,0.5208333333333334,0.5416666666666666,0.5625,0.5416666666666666,0.054326686710022075,25,0.6434782608695653,0.6649305555555556,0.6788194444444444,0.59375,0.6128472222222222,0.6387650966183575,0.031652143924859565,18
8,306.8259584903717,35.16068750536483,3.199634552001953,0.12918998679772256,32,0.001,1,3,10,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1, 'n_input_copies': 3, 'n_layers': 10}",0.625,0.5625,0.5,0.5625,0.5,0.55,0.046770717334674264,22,0.6452173913043477,0.6614583333333334,0.6788194444444444,0.5954861111111112,0.611111111111111,0.6384184782608696,0.03097798785793757,19
9,6.98250560760498,0.11735995218071997,0.13739523887634278,0.005727292057199568,32,0.01,1,1,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_input_copies': 1, 'n_layers': 1}",0.5625,0.6458333333333334,0.5833333333333334,0.5208333333333334,0.625,0.5875000000000001,0.04448782605013046,10,0.64,0.6979166666666667,0.6996527777777778,0.5868055555555556,0.7048611111111112,0.6658472222222221,0.04606302713821361,9
10,11.422895765304565,0.4451170001211993,0.3910341739654541,0.015427369458358483,32,0.01,1,1,5,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_input_copies': 1, 'n_layers': 5}",0.6458333333333334,0.6458333333333334,0.5833333333333334,0.5416666666666666,0.625,0.6083333333333333,0.0403973321451361,2,0.6347826086956522,0.685763888888889,0.6979166666666666,0.5902777777777778,0.7256944444444444,0.666887077294686,0.0483263024452336,8
11,19.032327222824097,0.4130070665484192,0.7596368312835693,0.02723791832356825,32,0.01,1,1,10,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_input_copies': 1, 'n_layers': 10}",0.5625,0.6458333333333334,0.625,0.5,0.6458333333333334,0.5958333333333334,0.05682575707077441,6,0.6365217391304347,0.7048611111111112,0.6996527777777779,0.5868055555555556,0.7621527777777778,0.6779987922705313,0.060512684452658116,1
12,12.423528575897217,1.562924659078961,0.22172112464904786,0.0048025403168196696,32,0.01,1,2,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_input_copies': 2, 'n_layers': 1}",0.5416666666666666,0.6458333333333334,0.5833333333333334,0.5208333333333334,0.7291666666666666,0.6041666666666667,0.07569125885243728,4,0.6399999999999999,0.7013888888888888,0.6961805555555556,0.5885416666666667,0.6805555555555556,0.6613333333333333,0.042289497755002584,12
13,22.315484380722047,0.48505312221506913,0.8212568759918213,0.03162201402641317,32,0.01,1,2,5,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_input_copies': 2, 'n_layers': 5}",0.5625,0.6666666666666666,0.625,0.5833333333333334,0.6041666666666666,0.6083333333333333,0.035843021946010925,2,0.6330434782608696,0.7048611111111112,0.6961805555555556,0.5885416666666667,0.720486111111111,0.6686225845410628,0.049882510309704496,7
14,43.687519264221194,0.5942208513230682,1.7713915348052978,0.04077611673384477,32,0.01,1,2,10,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_input_copies': 2, 'n_layers': 10}",0.5625,0.6666666666666666,0.625,0.5208333333333334,0.625,0.6,0.05170697352496188,5,0.6313043478260869,0.7048611111111112,0.689236111111111,0.5885416666666667,0.75,0.6727886473429951,0.05670847526635005,2
15,34.24218111038208,4.3496973271689585,0.3162117004394531,0.04596637952625513,32,0.01,1,3,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_input_copies': 3, 'n_layers': 1}",0.5625,0.6666666666666666,0.6041666666666666,0.5,0.6041666666666666,0.5874999999999999,0.05496210815947048,13,0.6452173913043477,0.7048611111111112,0.6996527777777778,0.5868055555555556,0.685763888888889,0.6644601449275362,0.04410244392276419,11
16,93.02990469932556,2.9733236328723396,1.422662115097046,0.08565862245552774,32,0.01,1,3,5,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_input_copies': 3, 'n_layers': 5}",0.5625,0.6666666666666666,0.5625,0.5208333333333334,0.625,0.5875,0.05170697352496188,11,0.6347826086956522,0.7048611111111112,0.6961805555555556,0.5868055555555556,0.7222222222222222,0.6689704106280192,0.050565124376895886,5
17,253.98368129730224,15.25864183659919,3.1535324573516847,0.23728844057261722,32,0.01,1,3,10,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1, 'n_input_copies': 3, 'n_layers': 10}",0.5833333333333334,0.6666666666666666,0.6458333333333334,0.625,0.625,0.6291666666666667,0.027638539919628315,1,0.6417391304347826,0.7065972222222223,0.7013888888888888,0.5833333333333333,0.7100694444444444,0.6686256038647344,0.04945810840329084,6
18,5.064489459991455,0.8602493309036053,0.14419059753417968,0.006461099056851213,32,0.1,1,1,1,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_input_copies': 1, 'n_layers': 1}",0.5833333333333334,0.6041666666666666,0.6041666666666666,0.6041666666666666,0.5416666666666666,0.5874999999999999,0.02429563289518875,13,0.6173913043478261,0.7013888888888888,0.6944444444444444,0.5868055555555556,0.689236111111111,0.6578532608695652,0.0466992403957156,14
19,10.119025087356567,0.7424858773221343,0.41373958587646487,0.004902782971789561,32,0.1,1,1,5,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1, 'n_input_copies': 1, 'n_layers': 5}",0.5833333333333334,0.5416666666666666,0.5625,0.5625,0.5,0.55,0.02825970826302196,22,0.6365217391304347,0.5798611111111112,0.546875,0.59375,0.7621527777777778,0.6238321256038647,0.07490582445557621,22
